COHR,20190404,LOWEST
COLM,20190404,LOWEST
CMCSA,20190207,LOW
CBSH,20190404,LOWEST
COMM,20190316,LOW
COMM,20190224,LOW
CPRT,20190404,LOWEST
CSGP,20190404,LOWEST
COST,20190316,LOW
COST,20190215,LOW
COUP,20190404,LOWEST
CVET,20190404,LOWEST
CBRL,20190404,LOWEST
CACC,20190404,LOWEST
CREE,20190316,LOW
CRON,20190316,LOW
CRON,20190224,LOW
CSX,20190316,LOW
CSX,20190224,LOW
CTRP,20190316,LOW
CYBR,20190302,LOW
CY,20190405,LOWEST
CONE,20190405,LOWEST
XRAY,20190405,LOWEST
DXCM,20190314,LOW
FANG,20190316,LOW
DISCA,20190312,LOW
DISCA,20190206,LOW
DISCK,20190312,LOW
DISCK,20190206,LOW
DISH,20190316,LOW
DISH,20190224,LOW
DOCU,20190405,LOWEST
DLTR,20190316,LOW
DLTR,20190214,LOW
DBX,20190316,LOW
DBX,20190224,LOW
DNKN,20190316,LOW
DNKN,20190224,LOW
ETFC,20190316,LOW
EWBC,20190405,LOWEST
EBAY,20190305,LOW
ESLT,20190227,LOW
ESLT,20190207,LOW
ERI,20190225,LOW
EA,20190316,LOW
EA,20190207,LOW
ESGR,20190405,LOWEST
ENTG,20190207,LOW
EQIX,20190405,LOWEST
ERIE,20190405,LOWEST
ETSY,20190313,LOW
ETSY,20190208,LOW
EEFT,20190405,LOWEST
EXAS,20190405,LOWEST
EXEL,20190405,LOWEST
EXPE,20190316,LOW
EXPD,20190405,LOWEST
STAY,20190405,LOWEST
FFIV,20190405,LOWEST
FAST,20190405,LOWEST
FGEN,20190316,LOW
FITB,20190316,LOW
FITB,20190214,LOW
FEYE,20190316,LOW
FEYE,20190224,LOW
FCNCA,20190405,LOWEST
FFIN,20190405,LOWEST
FHB,20190405,LOWEST
FSLR,20190316,LOW
FTSM,20190405,LOWEST
FCFS,20190405,LOWEST
FISV,20190316,LOW
FISV,20190224,LOW
FIVE,20190405,LOWEST
FLEX,20190316,LOW
FLIR,20190316,LOW
FLIR,20190224,LOW
FTNT,20190405,LOWEST
FOX,20190316,LOW
FOX,20190207,LOW
FOXA,20190316,LOW
FOXA,20190207,LOW
GLPI,20190405,LOWEST
GRMN,20190316,LOW
GLIBA,20190405,LOWEST
GNTX,20190405,LOWEST
GILD,20190309,LOW
GILD,20190217,LOW
GBCI,20190405,LOWEST
LOPE,20190405,LOWEST
GH,20190405,LOWEST
GWPH,20190405,LOWEST
HWC,20190405,LOWEST
HAS,20190316,LOW
HAS,20190224,LOW
HDS,20190405,LOWEST
HQY,20190405,LOWEST
HSIC,20190405,LOWEST
HOLX,20190405,LOWEST
HZNP,20190405,LOWEST
HPT,20190405,LOWEST
HTHT,20190405,LOWEST
HUNT,20190405,LOWEST
HBAN,20190405,LOWEST
IAC,20190316,LOW
IBKC,20190405,LOWEST
IEP,20190316,LOW
ICLR,20190405,LOWEST
ICUI,20190316,LOW
IDXX,20190405,LOWEST
INFO,20190209,LOW
ILMN,20190316,LOW
IMMU,20190316,LOW
INCY,20190316,LOW
PODD,20190316,LOW
IART,20190316,LOW
IART,20190219,LOW
INTU,20190405,LOWEST
ISRG,20190405,LOWEST
QQQ,20190405,LOWEST
ISBC,20190316,LOW
IONS,20190316,LOW
IONS,20190205,LOW
IPGP,20190405,LOWEST
IQ,20190307,LOW
SHY,20190405,LOWEST
TLT,20190405,LOWEST
IEI,20190405,LOWEST
IEF,20190405,LOWEST
IXUS,20190405,LOWEST
IUSG,20190405,LOWEST
IUSV,20190405,LOWEST
IGIB,20190405,LOWEST
EMB,20190405,LOWEST
MBB,20190405,LOWEST
ACWX,20190405,LOWEST
ACWI,20190405,LOWEST
AAXJ,20190405,LOWEST
MCHI,20190405,LOWEST
SCZ,20190405,LOWEST
IBB,20190405,LOWEST
PFF,20190405,LOWEST
IJT,20190405,LOWEST
DVY,20190405,LOWEST
SHV,20190405,LOWEST
IGSB,20190405,LOWEST
JBHT,20190405,LOWEST
JCOM,20190405,LOWEST
JKHY,20190405,LOWEST
JAZZ,20190315,LOW
JD,20190308,LOW
JBLU,20190316,LOW
JBLU,20190213,LOW
KLAC,20190405,LOWEST
LRCX,20190316,LOW
LAMR,20190405,LOWEST
LANC,20190405,LOWEST
LSTR,20190405,LOWEST
LAUR,20190405,LOWEST
TREE,20190405,LOWEST
LHCG,20190405,LOWEST
LBRDA,20190405,LOWEST
LBRDK,20190405,LOWEST
LILA,20190316,LOW
LILAK,20190316,LOW
FWONK,20190308,LOW
FWONK,20190208,LOW
LSXMA,20190308,LOW
LSXMA,20190208,LOW
LSXMK,20190308,LOW
LSXMK,20190208,LOW
LECO,20190405,LOWEST
LFUS,20190405,LOWEST
LIVN,20190316,LOW
LKQ,20190405,LOWEST
LOGI,20190308,LOW
LOGI,20190212,LOW
LOGM,20190405,LOWEST
LPLA,20190405,LOWEST
LULU,20190307,LOW
LULU,20190215,LOW
LITE,20190316,LOW
LITE,20190224,LOW
LYFT,20190223,LOW
MANH,20190405,LOWEST
MKTX,20190316,LOW
MRVL,20190316,LOW
MRVL,20190215,LOW
MASI,20190405,LOWEST
MTCH,20190316,LOW
MTCH,20190224,LOW
MAT,20190316,LOW
MAT,20190224,LOW
MXIM,20190405,LOWEST
MDSO,20190405,LOWEST
MLCO,20190405,LOWEST
MLNX,20190218,LOW
MELI,20190316,LOW
MMSI,20190405,LOWEST
MEOH,20190405,LOWEST
MCHP,20190316,LOW
MCHP,20190224,LOW
MU,20190228,LOW
MU,20190208,LOW
TIGO,20190316,LOW
TIGO,20190221,LOW
MKSI,20190405,LOWEST
MRNA,20190405,LOWEST
MOMO,20190405,LOWEST
MDLZ,20190309,LOW
MDB,20190405,LOWEST
MPWR,20190405,LOWEST
MNST,20190316,LOW
MNST,20190224,LOW
MORN,20190405,LOWEST
MYL,20190316,LOW
NDAQ,20190316,LOW
NDAQ,20190212,LOW
NATI,20190405,LOWEST
NKTR,20190316,LOW
NTAP,20190316,LOW
NTES,20190316,LOW
NBIX,20190405,LOWEST
NWL,20190222,LOW
NWS,20190316,LOW
NWS,20190220,LOW
NWSA,20190316,LOW
NWSA,20190220,LOW
NXST,20190228,LOW
NXST,20190208,LOW
NICE,20190316,LOW
NDSN,20190405,LOWEST
NTRS,20190313,LOW
NTRS,20190221,LOW
NTRSP,20190313,LOW
NTRSP,20190221,LOW
NCLH,20190405,LOWEST
NVCR,20190405,LOWEST
NUAN,20190316,LOW
NTNX,20190405,LOWEST
NVDA,20190218,LOW
NXPI,20190309,LOW
NXPI,20190217,LOW
OKTA,20190405,LOWEST
ODFL,20190405,LOWEST
OLLI,20190405,LOWEST
ON,20190405,LOWEST
OTEX,20190405,LOWEST
ORLY,20190405,LOWEST
PCAR,20190405,LOWEST
PACW,20190405,LOWEST
PAYX,20190316,LOW
PCTY,20190405,LOWEST
PYPL,20190316,LOW
PYPL,20190206,LOW
PEGA,20190405,LOWEST
PBCT,20190405,LOWEST
PEP,20190316,LOW
PPC,20190316,LOW
PPC,20190223,LOW
PNFP,20190405,LOWEST
PS,20190405,LOWEST
POOL,20190405,LOWEST
BPOP,20190316,LOW
PRAH,20190405,LOWEST
PFG,20190225,LOW
PFPT,20190405,LOWEST
TQQQ,20190405,LOWEST
PTC,20190316,LOW
QGEN,20190405,LOWEST
QRVO,20190316,LOW
QRTEA,20190405,LOWEST
QRTEB,20190405,LOWEST
RP,20190316,LOW
REG,20190405,LOWEST
REGN,20190316,LOW
ROKU,20190316,LOW
ROKU,20190224,LOW
ROST,20190405,LOWEST
RGLD,20190316,LOW
RYAAY,20190316,LOW
RYAAY,20190224,LOW
RYAAY,20190204,LOW
SBRA,20190405,LOWEST
SABR,20190316,LOW
SAGE,20190227,LOW
SAGE,20190207,LOW
SRPT,20190316,LOW
SBAC,20190405,LOWEST
STX,20190405,LOWEST
SGEN,20190405,LOWEST
SEIC,20190405,LOWEST
SIGI,20190405,LOWEST
SMTC,20190301,LOW
SBNY,20190405,LOWEST
SLAB,20190405,LOWEST
SINA,20190316,LOW
SBGI,20190316,LOW
SBGI,20190213,LOW
SIRI,20190316,LOW
SWKS,20190316,LOW
SWKS,20190224,LOW
SLM,20190405,LOWEST
ONCE,20190316,LOW
SAVE,20190405,LOWEST
SPLK,20190405,LOWEST
SSNC,20190405,LOWEST
STLD,20190405,LOWEST
SRCL,20190405,LOWEST
STNE,20190405,LOWEST
SIVB,20190405,LOWEST
SYMC,20190316,LOW
SYMC,20190224,LOW
SYNH,20190405,LOWEST
SNPS,20190405,LOWEST
TROW,20190315,LOW
TROW,20190223,LOW
TTWO,20190316,LOW
TTWO,20190224,LOW
TNDM,20190316,LOW
TNDM,20190216,LOW
AMTD,20190316,LOW
TECD,20190405,LOWEST
TER,20190405,LOWEST
TXN,20190316,LOW
TXN,20190224,LOW
TXRH,20190405,LOWEST
TFSL,20190405,LOWEST
GT,20190316,LOW
KHC,20190309,LOW
MSG,20190405,LOWEST
MIDD,20190405,LOWEST
TSG,20190316,LOW
TTD,20190316,LOW
ULTI,20190316,LOW
TLRY,20190316,LOW
TLRY,20190224,LOW
TSCO,20190405,LOWEST
TRMB,20190405,LOWEST
TRIP,20190405,LOWEST
UBNT,20190405,LOWEST
ULTA,20190316,LOW
RARE,20190405,LOWEST
UMPQ,20190405,LOWEST
UBSI,20190405,LOWEST
UTHR,20190316,LOW
OLED,20190405,LOWEST
VNQI,20190405,LOWEST
VCIT,20190405,LOWEST
VGIT,20190405,LOWEST
VMBS,20190405,LOWEST
VCSH,20190405,LOWEST
VTIP,20190405,LOWEST
VGSH,20190405,LOWEST
BND,20190405,LOWEST
BNDX,20190405,LOWEST
VXUS,20190405,LOWEST
VRNT,20190405,LOWEST
VRSN,20190405,LOWEST
VRSK,20190405,LOWEST
VRTX,20190316,LOW
VRTX,20190214,LOW
VIA,20190302,LOW
VIAB,20190302,LOW
VSAT,20190405,LOWEST
VNOM,20190405,LOWEST
VIRT,20190316,LOW
WBA,20190313,LOW
WBA,20190221,LOW
WB,20190316,LOW
WEN,20190316,LOW
WDC,20190316,LOW
WLTW,20190405,LOWEST
WTFC,20190405,LOWEST
WIX,20190405,LOWEST
WWD,20190405,LOWEST
WDAY,20190316,LOW
WDAY,20190208,LOW
WMGI,20190405,LOWEST
WYNN,20190313,LOW
WYNN,20190207,LOW
XEL,20190316,LOW
XLNX,20190316,LOW
XLNX,20190224,LOW
YNDX,20190227,LOW
YY,20190405,LOWEST
ZBRA,20190405,LOWEST
Z,20190405,LOWEST
ZG,20190405,LOWEST
ZION,20190405,LOWEST
ZS,20190316,LOW
ZNGA,20190316,LOW
ZNGA,20190224,LOW
MMM,20190226,LOW
MMM,20190206,LOW
WUBA,20190405,LOWEST
AOS,20190316,LOW
AAN,20190405,LOWEST
ABT,20190316,LOW
ABT,20190224,LOW
ABBV,20190209,LOW
ACN,20190308,LOW
ACN,20190216,LOW
AYI,20190405,LOWEST
ADT,20190316,LOW
ADT,20190219,LOW
AAP,20190405,LOWEST
ACM,20190316,LOW
ACM,20190224,LOW
AEG,20190316,LOW
AER,20190316,LOW
AMG,20190405,LOWEST
AFL,20190316,LOW
AFL,20190224,LOW
AGCO,20190405,LOWEST
A,20190405,LOWEST
AEM,20190405,LOWEST
AL,20190316,LOW
AL,20190215,LOW
APD,20190316,LOW
ALK,20190222,LOW
ALB,20190316,LOW
ALB,20190224,LOW
AA,20190316,LOW
AA,20190224,LOW
AA,20190204,LOW
ARE,20190405,LOWEST
AQN,20190405,LOWEST
Y,20190405,LOWEST
ALLE,20190405,LOWEST
ALE,20190405,LOWEST
ADS,20190312,LOW
ADS,20190220,LOW
ALSN,20190405,LOWEST
ALL,20190314,LOW
ALLY,20190405,LOWEST
AYX,20190405,LOWEST
ATUS,20190316,LOW
ATUS,20190215,LOW
MO,20190316,LOW
MO,20190224,LOW
ACH,20190308,LOW
ABEV,20190313,LOW
ABEV,20190208,LOW
AEE,20190405,LOWEST
ACC,20190405,LOWEST
AEO,20190316,LOW
AEO,20190214,LOW
AEP,20190316,LOW
AXP,20190316,LOW
AXP,20190224,LOW
AFG,20190405,LOWEST
AMH,20190405,LOWEST
AIG,20190306,LOW
AIG,20190214,LOW
AMT,20190316,LOW
AWK,20190405,LOWEST
COLD,20190405,LOWEST
AMP,20190405,LOWEST
ABC,20190405,LOWEST
APH,20190405,LOWEST
AME,20190405,LOWEST
APC,20190301,LOW
PLAN,20190405,LOWEST
ANDX,20190405,LOWEST
AU,20190316,LOW
BUD,20190316,LOW
NLY,20190316,LOW
AM,20190405,LOWEST
ANTM,20190316,LOW
ANTM,20190221,LOW
AON,20190316,LOW
AON,20190213,LOW
APA,20190316,LOW
AIV,20190405,LOWEST
APLE,20190405,LOWEST
ATR,20190405,LOWEST
APTV,20190306,LOW
WTR,20190316,LOW
ARMK,20190405,LOWEST
MT,20190316,LOW
ADM,20190228,LOW
ARNC,20190316,LOW
ARNC,20190224,LOW
ANET,20190316,LOW
AWI,20190316,LOW
ARW,20190405,LOWEST
AJG,20190316,LOW
ASX,20190405,LOWEST
ASGN,20190405,LOWEST
ASH,20190316,LOW
ASH,20190224,LOW
ASB,20190405,LOWEST
AIZ,20190405,LOWEST
AGO,20190405,LOWEST
ATH,20190316,LOW
ATO,20190405,LOWEST
AUO,20190405,LOWEST
ACB,20190316,LOW
ACB,20190221,LOW
ATHM,20190316,LOW
ATHM,20190221,LOW
ALV,20190316,LOW
ALV,20190213,LOW
AZO,20190316,LOW
AVLR,20190405,LOWEST
AVB,20190405,LOWEST
AGR,20190316,LOW
AVY,20190405,LOWEST
EQH,20190405,LOWEST
AXTA,20190316,LOW
AXS,20190405,LOWEST
AZUL,20190219,LOW
BLL,20190316,LOW
BBVA,20190316,LOW
BBD,20190313,LOW
BBD,20190221,LOW
BBDO,20190313,LOW
BBDO,20190221,LOW
BCH,20190405,LOWEST
BSBR,20190405,LOWEST
BSAC,20190405,LOWEST
BSMX,20190405,LOWEST
SAN,20190222,LOW
CIB,20190405,LOWEST
BMO,20190316,LOW
BK,20190316,LOW
BK,20190215,LOW
BNS,20190316,LOW
BKU,20190405,LOWEST
BHC,20190316,LOW
BHC,20190224,LOW
BAX,20190316,LOW
BBT,20190316,LOW
BBT,20190222,LOW
BCE,20190316,LOW
BCE,20190224,LOW
BDX,20190405,LOWEST
BMS,20190316,LOW
BBY,20190313,LOW
BBY,20190207,LOW
BBL,20190316,LOW
BIO,20190405,LOWEST
BJ,20190405,LOWEST
BKH,20190405,LOWEST
BKI,20190405,LOWEST
BSM,20190405,LOWEST
BB,20190309,LOW
BB,20190207,LOW
BAH,20190405,LOWEST
BWA,20190405,LOWEST
SAM,20190405,LOWEST
BXP,20190405,LOWEST
BSX,20190316,LOW
BSX,20190224,LOW
BSX,20190204,LOW
BAK,20190222,LOW
BRFS,20190308,LOW
BFAM,20190405,LOWEST
BCO,20190405,LOWEST
BRX,20190405,LOWEST
BR,20190316,LOW
BIP,20190405,LOWEST
BEP,20190405,LOWEST
BRO,20190405,LOWEST
BC,20190405,LOWEST
BT,20190316,LOW
BT,20190224,LOW
BPL,20190316,LOW
BPL,20190224,LOW
BVN,20190405,LOWEST
BG,20190226,LOW
BURL,20190405,LOWEST
BWXT,20190405,LOWEST
CABO,20190405,LOWEST
COG,20190316,LOW
COG,20190224,LOW
CACI,20190309,LOW
CAE,20190316,LOW
CPT,20190405,LOWEST
CCJ,20190405,LOWEST
CPB,20190309,LOW
CPB,20190206,LOW
CM,20190316,LOW
CNI,20190316,LOW
CNI,20190224,LOW
CNQ,20190316,LOW
CNQ,20190224,LOW
CP,20190405,LOWEST
CAJ,20190316,LOW
CAJ,20190224,LOW
CGC,20190316,LOW
CGC,20190223,LOW
COF,20190316,LOW
COF,20190224,LOW
BXMT,20190405,LOWEST
CPRI,20190316,LOW
CAH,20190312,LOW
CSL,20190405,LOWEST
KMX,20190405,LOWEST
CCL,20190306,LOW
CCL,20190214,LOW
CUK,20190405,LOWEST
CRI,20190316,LOW
CTLT,20190405,LOWEST
CAT,20190314,LOW
CBRE,20190316,LOW
CBS,20190302,LOW
CE,20190405,LOWEST
CX,20190405,LOWEST
CVE,20190405,LOWEST
CNC,20190306,LOW
CNC,20190214,LOW
CNP,20190405,LOWEST
EBR,20190405,LOWEST
CTL,20190316,LOW
CDAY,20190405,LOWEST
CF,20190316,LOW
GIB,20190316,LOW
GIB,20190219,LOW
CRL,20190405,LOWEST
CHGG,20190405,LOWEST
CHE,20190405,LOWEST
CC,20190308,LOW
CHK,20190316,LOW
CHK,20190207,LOW
CIM,20190405,LOWEST
CEA,20190309,LOW
CEA,20190207,LOW
LFC,20190307,LOW
LFC,20190215,LOW
CHL,20190405,LOWEST
ZNH,20190309,LOW
ZNH,20190217,LOW
CHA,20190227,LOW
CHA,20190207,LOW
CHU,20190316,LOW
CHU,20190221,LOW
CMG,20190316,LOW
CMG,20190224,LOW
CHH,20190405,LOWEST
CB,20190313,LOW
CB,20190212,LOW
CHT,20190405,LOWEST
CHD,20190405,LOWEST
CIEN,20190405,LOWEST
CI,20190316,LOW
CI,20190224,LOW
XEC,20190316,LOW
CNK,20190405,LOWEST
CIT,20190405,LOWEST
CFG,20190405,LOWEST
CLH,20190405,LOWEST
CLX,20190405,LOWEST
CMS,20190316,LOW
CNA,20190316,LOW
CNHI,20190316,LOW
KOF,20190316,LOW
KO,20190224,LOW
CCEP,20190405,LOWEST
CFX,20190316,LOW
CFX,20190224,LOW
CMA,20190405,LOWEST
CIG,20190316,LOW
CBD,20190316,LOW
CBD,20190224,LOW
SBS,20190405,LOWEST
CCU,20190405,LOWEST
CAG,20190301,LOW
CAG,20190209,LOW
CXO,20190316,LOW
COP,20190316,LOW
COP,20190205,LOW
ED,20190316,LOW
ED,20190223,LOW
CLR,20190316,LOW
CLR,20190224,LOW
CLR,20190204,LOW
CPA,20190316,LOW
CPA,20190221,LOW
COR,20190405,LOWEST
GLW,20190316,LOW
COTY,20190316,LOW
CUZ,20190405,LOWEST
CPL,20190405,LOWEST
CR,20190316,LOW
BAP,20190316,LOW
BAP,20190224,LOW
CRH,20190405,LOWEST
CCI,20190316,LOW
CCK,20190405,LOWEST
CUBE,20190405,LOWEST
CFR,20190405,LOWEST
CMI,20190316,LOW
CMI,20190224,LOW
CW,20190316,LOW
CWK,20190405,LOWEST
CVI,20190316,LOW
DHI,20190316,LOW
DHI,20190224,LOW
DHI,20190204,LOW
DHR,20190316,LOW
DHR,20190205,LOW
DRI,20190316,LOW
DAR,20190405,LOWEST
DVA,20190316,LOW
DCP,20190405,LOWEST
DECK,20190405,LOWEST
DE,20190316,LOW
DE,20190224,LOW
DELL,20190316,LOW
DELL,20190208,LOW
DVN,20190316,LOW
DVN,20190224,LOW
DEO,20190316,LOW
DEO,20190224,LOW
DLR,20190405,LOWEST
DFS,20190316,LOW
DLB,20190405,LOWEST
DG,20190316,LOW
DG,20190222,LOW
D,20190316,LOW
DPZ,20190306,LOW
DCI,20190316,LOW
DEI,20190405,LOWEST
DOV,20190405,LOWEST
RDY,20190316,LOW
RDY,20190224,LOW
DTE,20190405,LOWEST
DUK,20190316,LOW
DRE,20190405,LOWEST
DXC,20190306,LOW
DXC,20190212,LOW
EXP,20190308,LOW
EGP,20190405,LOWEST
EMN,20190405,LOWEST
ETN,20190316,LOW
EV,20190316,LOW
EV,20190224,LOW
ECL,20190405,LOWEST
EIX,20190405,LOWEST
EW,20190224,LOW
EW,20190204,LOW
ELAN,20190405,LOWEST
ESTC,20190405,LOWEST
LLY,20190315,LOW
ELLI,20190316,LOW
EME,20190405,LOWEST
EMR,20190316,LOW
EMR,20190216,LOW
ESRT,20190405,LOWEST
ENBL,20190405,LOWEST
ENB,20190305,LOW
ECA,20190316,LOW
ECA,20190208,LOW
EHC,20190405,LOWEST
ENIA,20190405,LOWEST
ENIC,20190405,LOWEST
ET,20190405,LOWEST
ENLC,20190316,LOW
ETR,20190226,LOW
EPD,20190316,LOW
EPD,20190221,LOW
EOG,20190316,LOW
EOG,20190224,LOW
EOG,20190204,LOW
EPAM,20190405,LOWEST
EPR,20190405,LOWEST
EQM,20190316,LOW
EQT,20190316,LOW
EQT,20190224,LOW
EFX,20190316,LOW
EFX,20190224,LOW
ETRN,20190405,LOWEST
EQC,20190405,LOWEST
ELS,20190405,LOWEST
EQR,20190405,LOWEST
ESNT,20190405,LOWEST
ESS,20190405,LOWEST
EL,20190316,LOW
EL,20190213,LOW
EVR,20190316,LOW
EVR,20190224,LOW
RE,20190405,LOWEST
EVRG,20190405,LOWEST
ES,20190316,LOW
EXC,20190405,LOWEST
EXR,20190405,LOWEST
FNB,20190405,LOWEST
FDS,20190405,LOWEST
FICO,20190405,LOWEST
FTCH,20190405,LOWEST
FRT,20190405,LOWEST
FNF,20190316,LOW
FIS,20190226,LOW
FAF,20190405,LOWEST
FDC,20190316,LOW
FDC,20190224,LOW
FHN,20190405,LOWEST
FR,20190405,LOWEST
FRC,20190316,LOW
FE,20190226,LOW
FLT,20190316,LOW
FND,20190405,LOWEST
FLO,20190405,LOWEST
FLS,20190405,LOWEST
FLR,20190405,LOWEST
FMC,20190316,LOW
FMC,20190224,LOW
FMX,20190316,LOW
FMX,20190206,LOW
FL,20190302,LOW
FL,20190209,LOW
FTS,20190316,LOW
FTV,20190405,LOWEST
FBHS,20190405,LOWEST
FNV,20190405,LOWEST
BEN,20190219,LOW
FCX,20190315,LOW
FMS,20190309,LOW
GPS,20190316,LOW
GPS,20190208,LOW
GDI,20190405,LOWEST
IT,20190405,LOWEST
GTES,20190405,LOWEST
GD,20190316,LOW
GD,20190205,LOW
GIS,20190228,LOW
GIS,20190208,LOW
GWR,20190316,LOW
GWR,20190219,LOW
G,20190316,LOW
GPC,20190405,LOWEST
GGB,20190316,LOW
GGB,20190224,LOW
GIL,20190405,LOWEST
GPN,20190405,LOWEST
GMED,20190405,LOWEST
GDDY,20190316,LOW
GDDY,20190224,LOW
GG,20190216,LOW
GGG,20190405,LOWEST
EAF,20190405,LOWEST
GPK,20190405,LOWEST
GRUB,20190316,LOW
GRUB,20190224,LOW
PAC,20190405,LOWEST
ASR,20190405,LOWEST
AVAL,20190316,LOW
TV,20190405,LOWEST
GWRE,20190405,LOWEST
HRB,20190316,LOW
HAE,20190405,LOWEST
HAL,20190316,LOW
HAL,20190224,LOW
HAL,20190204,LOW
HBI,20190405,LOWEST
HOG,20190213,LOW
HRS,20190316,LOW
HRS,20190224,LOW
HIG,20190405,LOWEST
HE,20190405,LOWEST
HCA,20190316,LOW
HCP,20190405,LOWEST
HDB,20190316,LOW
HDB,20190205,LOW
HR,20190405,LOWEST
HTA,20190405,LOWEST
HEI,20190405,LOWEST
HP,20190316,LOW
HLF,20190405,LOWEST
HSY,20190316,LOW
HSY,20190206,LOW
HES,20190316,LOW
HES,20190224,LOW
HES,20190204,LOW
HPE,20190316,LOW
HPE,20190224,LOW
HPE,20190204,LOW
HXL,20190405,LOWEST
HIW,20190405,LOWEST
HRC,20190316,LOW
HLT,20190316,LOW
HLT,20190224,LOW
HFC,20190316,LOW
HFC,20190224,LOW
HD,20190316,LOW
HON,20190316,LOW
HRL,20190405,LOWEST
HST,20190405,LOWEST
HHC,20190405,LOWEST
HPQ,20190307,LOW
HPQ,20190208,LOW
HNP,20190405,LOWEST
HUBB,20190405,LOWEST
HUBS,20190405,LOWEST
HPP,20190405,LOWEST
HUM,20190312,LOW
HUM,20190220,LOW
HII,20190306,LOW
HII,20190214,LOW
HUN,20190405,LOWEST
HUYA,20190405,LOWEST
H,20190301,LOW
H,20190209,LOW
IBN,20190316,LOW
IBN,20190209,LOW
IDA,20190405,LOWEST
IEX,20190316,LOW
ITW,20190405,LOWEST
INFY,20190308,LOW
ING,20190227,LOW
ING,20190207,LOW
IR,20190405,LOWEST
NGVT,20190405,LOWEST
INGR,20190405,LOWEST
NSP,20190405,LOWEST
ICE,20190309,LOW
ICE,20190217,LOW
IHG,20190316,LOW
IHG,20190224,LOW
IBM,20190226,LOW
IFF,20190316,LOW
IP,20190316,LOW
IPG,20190316,LOW
IPG,20190224,LOW
INXN,20190405,LOWEST
IVZ,20190214,LOW
INVH,20190405,LOWEST
IQV,20190405,LOWEST
IRM,20190405,LOWEST
ICL,20190316,LOW
ICL,20190224,LOW
ITCB,20190316,LOW
ITUB,20190316,LOW
ITUB,20190220,LOW
ITT,20190405,LOWEST
SJM,20190316,LOW
JBL,20190405,LOWEST
JEC,20190301,LOW
JEC,20190209,LOW
JHX,20190405,LOWEST
JHG,20190316,LOW
JHG,20190224,LOW
JBGS,20190316,LOW
JEF,20190316,LOW
JCI,20190308,LOW
JCI,20190216,LOW
JLL,20190227,LOW
JNPR,20190316,LOW
JNPR,20190221,LOW
KSU,20190307,LOW
KSU,20190215,LOW
KAR,20190405,LOWEST
KB,20190405,LOWEST
K,20190312,LOW
K,20190220,LOW
KMPR,20190405,LOWEST
KDP,20190316,LOW
KEY,20190405,LOWEST
KEYS,20190405,LOWEST
KRC,20190405,LOWEST
KMB,20190316,LOW
KMB,20190224,LOW
KIM,20190316,LOW
KMI,20190305,LOW
KGC,20190316,LOW
KEX,20190405,LOWEST
KL,20190405,LOWEST
KNX,20190405,LOWEST
KSS,20190316,LOW
KSS,20190213,LOW
PHG,20190309,LOW
